Aurdino time, Nitrogen pressure, Line pressure, Chamber pressure, Oxidizer feeding pressure, Load cell, Heating blanket temperature, Not connected, Nozzle temperature, Piping temperature, Plume temperature, Dump valve button status, Heating button status, Ignition button status, N2 Feeding button status, Oxidizer valve button status, Ignition SW state, Valve SW state, Current SW mode, Current SW substate, Message index
8592760,0.10,-0.20,0.00,0.74,-18.07,5.72,0,19.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8613376,0.10,-0.20,0.00,0.55,-19.43,7.67,0,19.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8633928,0.10,-0.20,0.00,0.45,-18.07,7.67,0,19.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8654376,0.10,-0.20,0.00,0.55,-18.07,7.67,0,19.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8674832,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8695280,0.10,-0.20,0.00,0.55,-19.43,7.67,0,19.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8715896,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8736456,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8756904,0.10,-0.20,0.00,0.45,-19.43,7.67,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8777360,0.10,-0.20,0.00,0.35,-18.07,7.67,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8797808,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8818424,0.10,-0.20,0.00,0.45,-19.43,6.21,0,19.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8838976,0.10,-0.20,0.00,0.55,-18.07,6.21,0,19.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8859424,0.10,-0.20,0.00,0.65,-19.43,6.21,0,19.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8879888,0.10,-0.20,0.00,0.55,-18.07,6.21,0,19.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8900344,0.10,-0.20,0.00,0.55,-18.07,6.21,0,19.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8920960,0.10,-0.20,0.00,0.35,-18.07,4.25,0,19.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8941512,0.10,-0.20,0.00,0.74,-18.07,4.25,0,19.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8961976,0.10,-0.20,0.00,0.45,-19.43,4.25,0,19.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8982432,0.10,-0.20,0.00,0.74,-18.07,4.25,0,19.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9002888,0.10,-0.20,0.00,0.45,-19.43,4.25,0,19.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9023512,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.25,12.50,20.73,0,0,0,0,0,0,0,2,0,0
9044064,0.10,-0.20,0.00,0.74,-19.43,5.23,0,18.25,12.50,20.73,0,0,0,0,0,0,0,2,0,0
9064520,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.25,12.50,20.73,0,0,0,0,0,0,0,2,0,0
9084976,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.25,12.50,20.73,0,0,0,0,0,0,0,2,0,0
9105432,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.25,12.50,20.73,0,0,0,0,0,0,0,2,0,0
9126048,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.25,13.50,19.68,0,0,0,0,0,0,0,2,0,0
9146600,0.10,-0.20,0.00,0.65,-19.43,5.23,0,19.25,13.50,19.68,0,0,0,0,0,0,0,2,0,0
9167048,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.25,13.50,19.68,0,0,0,0,0,0,0,2,0,0
9187504,0.10,-0.20,0.00,0.45,-19.43,5.23,0,19.25,13.50,19.68,0,0,0,0,0,0,0,2,0,0
9207960,0.10,-0.20,0.00,0.65,-18.07,5.23,0,19.25,13.50,19.68,0,0,0,0,0,0,0,2,0,0
9228576,0.10,-0.20,0.00,0.65,-20.79,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9249120,0.10,-0.20,0.00,0.35,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9269576,0.10,-0.20,0.00,0.65,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9290024,0.10,-0.20,0.00,0.65,-18.07,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9310472,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9331088,0.10,-0.20,0.00,0.65,-18.07,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9351640,0.10,-0.20,0.00,0.45,-18.07,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9372096,0.10,-0.20,0.00,0.65,-19.43,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9392544,0.10,-0.20,0.00,0.74,-19.43,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9412992,0.10,-0.20,0.00,0.65,-19.43,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9433616,0.10,-0.20,0.00,0.65,-22.15,6.70,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9454160,0.10,-0.20,0.00,0.74,-19.43,6.70,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9474608,0.10,-0.20,0.00,0.45,-19.43,6.70,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9495064,0.10,-0.20,0.00,0.45,-19.43,6.70,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9515520,0.10,-0.20,0.00,0.55,-20.79,6.70,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
9536136,0.10,-0.20,0.00,0.35,-18.07,7.67,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
9556688,0.10,-0.20,0.00,0.55,-18.07,7.67,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
9577144,0.10,-0.20,0.00,0.74,-19.43,7.67,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
9597592,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
9618048,0.10,-0.20,0.00,0.65,-19.43,7.67,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
9638656,0.10,-0.20,0.00,0.55,-19.43,6.21,0,18.25,13.25,20.73,0,0,0,0,0,0,0,2,0,0
9659216,0.10,-0.20,0.00,0.74,-18.07,6.21,0,18.25,13.25,20.73,0,0,0,0,0,0,0,2,0,0
9679664,0.10,-0.20,0.00,0.55,-19.43,6.21,0,18.25,13.25,20.73,0,0,0,0,0,0,0,2,0,0
9700120,0.10,-0.20,0.00,0.45,-19.43,6.21,0,18.25,13.25,20.73,0,0,0,0,0,0,0,2,0,0
9720576,0.10,-0.20,0.00,0.65,-20.79,6.21,0,18.25,13.25,20.73,0,0,0,0,0,0,0,2,0,0
9741200,0.10,-0.20,0.00,0.45,-18.07,5.23,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9761752,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9782216,0.10,-0.20,0.00,0.65,-18.07,5.23,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9802672,0.10,-0.20,0.00,0.65,-20.79,5.23,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9823136,0.10,-0.20,0.00,0.74,-18.07,5.23,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9843768,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9864312,0.10,-0.20,0.00,0.45,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9884768,0.10,-0.20,0.00,0.35,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9905224,0.10,-0.20,0.00,0.35,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9925672,0.10,-0.20,0.00,0.35,-22.15,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9946296,0.10,-0.20,0.00,0.74,-19.43,4.74,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9966840,0.10,-0.20,0.00,0.55,-19.43,4.74,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
9987288,0.10,-0.20,0.00,0.45,-19.43,4.74,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
10007744,0.10,-0.20,0.00,0.45,-22.15,4.74,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
10028200,0.10,-0.20,0.00,0.55,-19.43,4.74,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
10048824,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
10069368,0.10,-0.20,0.02,0.16,-18.07,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
10089816,0.10,-0.20,0.00,0.74,-20.79,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
10110272,0.10,-0.20,0.00,0.55,-18.07,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
10130728,0.10,-0.20,0.00,0.74,-18.07,4.74,0,19.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
10151344,0.10,-0.20,0.00,0.16,-18.07,4.25,0,18.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
10171888,0.10,-0.20,0.00,0.55,-19.43,4.25,0,18.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
